image,caption
1362851262.jpg,"A man with a long black hair and beard, wearing a black shirt is sitting on rocks within a fenced in enclosure while holding the paw of a young polar bear."
1362851262.jpg,A man sits outdoors comfortably with his arms around a pale bear.
1362851262.jpg,Man sitting in a wild life scene playing with a polar bear.
1362851262.jpg,A balding man is petting a white panda in a zoo.
1362851262.jpg,A bearded man cuddles with a bear at the zoo.
1363343745.jpg,Two men in life jackets working on a jet ski while a small boy in a life jacket and a woman look on.
1363343745.jpg,Three adults and a child inspect a wave rider at the water's edge.
1363343745.jpg,A small group of people are at the beach and are near a jet ski.
1363343745.jpg,People playing in the water with a water bike.
1363343745.jpg,A family prepares to ride on the water.
136391987.jpg,"Three younger heavyset ladies, dressed nicely in warm weather clothing adjusting themselves while walking down a sidewalk with palm trees in the background and two younger men following several feet behind."
136391987.jpg,"Three women walking together down the sidewalk, one is wearing a short white skirt."
136391987.jpg,"Three women, all in tank tops, walk down the street."
136391987.jpg,A group of women walking down a street.
136391987.jpg,Three women walk on a busy sidewalk.
1364148789.jpg,A man who is wearing a dark shirt and jeans standing with his hand on his hip and the other hand leaning on a piece of equipment.
1364148789.jpg,A man in a black shirt is leaning on a lamp post near a traffic cone.
1364148789.jpg,A man leans against a green post in front of an orange traffic cone.
1364148789.jpg,A man in a blue shirt is standing close to a construction area.
1364148789.jpg,A man in a black shirt stands in front of a construction cone.
1377428277.jpg,A man with a red umbrella seems to be messing with a tire while a baby and mother look on.
1377428277.jpg,This guy is try to be his own band and they lady with the baby looks like she enjoying it.
1377428277.jpg,A one man band with a red umbrella stops in front of a woman with a child in a stroller.
1377428277.jpg,"A man, a woman with a child in a stroller on a crowded street."
1377428277.jpg,A man at a gather putting together a balloon animal.
1379026456.jpg,A man with headphones on is looking at a computer screen while sitting at a table.
1379026456.jpg,A young man with headphones looking at a Macintosh laptop computer.
1379026456.jpg,A man sits at a table in front of a computer wearing headphones.
1379026456.jpg,A young man is sitting at a table with a laptop and earphones.
1379026456.jpg,Man sitting with headphones at a laptop.
138043357.jpg,"One man sits inside and plays the banjo, there are trees behind him outside."
138043357.jpg,A man with a beard and a mustache is playing a banjo.
138043357.jpg,A heavily bearded man in a cap is playing a banjo.
138043357.jpg,A man is playing the banjo at a concert.
138043357.jpg,A bearded man is playing a banjo.
1386207171.jpg,The man is doing stunts with his bicycle.
1386207171.jpg,A man wearing a red helmet rides a bike.
1386207171.jpg,A person in a red helmet riding a bike.
1386207171.jpg,A biker is doing tricks on his bike.
1386207171.jpg,Biker doing a trick in air.
1391386453.jpg,A young man in uniform is standing with his back to a museum case that has a classical bust on the top shelf.
1391386453.jpg,A man in a military style uniform is standing with his arms behind his back in a public corridor.
1391386453.jpg,The security guard is guarding the museum with the black and white checked floor.
1391386453.jpg,The soldier is standing tall as he observes the passing people.
1391386453.jpg,A soldier is at his post inside of a museum.
139165197.jpg,A man wearing a white head wrap is pealing the green outer layer off some sort of tropical fruit.
139165197.jpg,In the middle of cracking open nuts on a large rock.
139165197.jpg,The man is opening a large pile of coconuts.
139165197.jpg,A man preparing fruit below a tree.
139165197.jpg,A man sorts tropical fruit.
1394239063.jpg,Three people are walking and two people are jogging along a cleared path near several trees.
1394239063.jpg,"Two females are running up a dirt hill, while three men walk down."
1394239063.jpg,Two women are jogging and three men are walking on a dirt trail.
1394239063.jpg,A group of men hiking while two women are running up the hill.
1394239063.jpg,Three men walk down a hill while two women are running up it.
1394673080.jpg,Two mimes dressed in black mime tug-of-war in a field while a small white dog runs between them.
1394673080.jpg,Two mimes are playing tug-of-war while a dog is running between them.
1394673080.jpg,Two people and a small white dog are playing at the park.
1394673080.jpg,Mimes trying to pull one another.
1394673080.jpg,Mimes are playing tug-of-war.
1395173766.jpg,"A large group of people look as if they are in a band, and they are practicing classical music with guitars, violins, and cellos."
1395173766.jpg,A group of women dressed in black playing musical instruments in front of a large building.
1395173766.jpg,A group of women wearing all black uniforms play various stringed instruments.
1395173766.jpg,A group of people holding music instruments.
1395173766.jpg,A music group is playing music outdoors.
139539078.jpg,"One man in a uniform standing inside a school bus with the backdoor open, while another man sits on top of the boss wearing a similar uniform."
139539078.jpg,"One mechanic is sitting on the roof of a school bus with an open door, while the other is standing inside the bus."
139539078.jpg,"One man is sitting on top of a school bus, while another man, wearing a matching shirt, is standing inside."
139539078.jpg,There is one man who is sitting on top of a school bus while another man walks down the aisle of the bus.
139539078.jpg,Two men inspecting a school bus.
1401324296.jpg,A woman in a black skirt suit is speaking with another woman in a boat.
1401324296.jpg,Two women are standing on a boat looking at the water.
1401324296.jpg,Two women converse on the deck of a ship.
1401324296.jpg,2 women standing by the side of a boat.
1401324296.jpg,Two ladies looking overboard.
1402489103.jpg,A young woman in a blue uniform takes digital photographs while three older woman look on.
1402489103.jpg,A woman in a formal suit takes pictures as the crowd waits patiently for unfolding events.
1402489103.jpg,A group of women observing an event while one in military attire takes a photograph
1402489103.jpg,A uniformed woman holding a camera standing in front of a crowd of spectators.
1402489103.jpg,A woman in uniform taking pictures with a 35 millimeter camera.
1402641725.jpg,Four kids rolling and sliding down a sand dune.
1402641725.jpg,Four kids are sliding down a mountain of sand.
1402641725.jpg,Four children playing in the sand at a beach.
1402641725.jpg,Four children are playing on a hill of sand.
1402641725.jpg,Four children playing on a sand dune.
1402843760.jpg,A white dog lifts its paw as it stands on the grass near striped poles.
1402843760.jpg,The small furry white dog is walking in the green grass.
1402843760.jpg,A white dog competing in an agility event.
1402843760.jpg,A dog trots through the grass.
1402843760.jpg,A fluffy white dog is outside.
140377584.jpg,A climber in an orange helmet is ascending attached to a rope whilst climbing a rock face.
140377584.jpg,Downward view of a man with an orange helmet climbing a rock.
140377584.jpg,A gentleman is rock climbing.
140377584.jpg,A rock climber ascends.
140377584.jpg,A man rock-climbing
140526326.jpg,A man with a harness and rope attached to his waist is standing on top of a mountain overlooking water.
140526326.jpg,The male rock climber takes a look over his shoulder at the view of the lake and city.
140526326.jpg,A man rock climbs with a city and body of water in the background.
140526326.jpg,A rock climber pauses to look out over the ocean.
140526326.jpg,The man has just finished hiking up a rock
140526327.jpg,A man looks up at the cliff he is climbing near the beautiful blue ocean.
140526327.jpg,"A man rock climbing, with a city and a bay in the background."
140526327.jpg,A man rock climbing pauses to calculate his route.
140526327.jpg,A rock climber with a city and bay behind him.
140526327.jpg,A man rock climbing near the ocean.
1410039760.jpg,A man in a blue shirt and brown sports coat adjusts something in his hand.
1410039760.jpg,An older man with glasses raises his eyebrows in surprise.
1410039760.jpg,A man in a suit and glass has an object in his hands.
1410039760.jpg,Gentleman with glasses who is wearing a microphone.
