image,caption
1578427672.jpg,A blond girl opening a green wrapped package.
1578427672.jpg,The little girl is opening her big present.
1578427672.jpg,A blond girl unwraps a present.
160541986.jpg,A woman with a black sweater and white necklace poses for the camera.
160541986.jpg,A girl is dressed up and wearing a large broach with pearls.
160541986.jpg,A woman wearing antiquated clothing including many pearls.
160541986.jpg,A girl is all decked out with razzling jewelry.
160541986.jpg,A woman wearing a pearl necklace.
161158687.jpg,A man on a bike hit by a vehicle sitting on the floor holding his head while others watch.
161158687.jpg,A man standing in front of a bus and a bike that is on the ground.
161158687.jpg,Onlookers question the bus driver after a man on a bike is hit.
161158687.jpg,The scene of an accident where a bus hit a biker.
161158687.jpg,Four people standing in front of a bus.
165984091.jpg,A woman in a red dress looks through a pile of peppers.
165984091.jpg,People shopping for vegetables at an outdoor market.
165984091.jpg,Ethnic people visiting picking fresh food to buy.
165984091.jpg,People viewing produce at a marketplace.
165984091.jpg,Vegetables being sold on the street
16626851.jpg,Two men sitting in front of a building and a field of grass in front of them.
16626851.jpg,A group of people are sitting on the grass outside of a rustic building.
16626851.jpg,"People sitting in the grass outside a building, taking a break."
16626851.jpg,Two people sit on a grassy lawn in front of a building.
16626851.jpg,People sitting outside a house enjoying wine.
1679732375.jpg,"Two people, one in gray and one in white, sitting on a bench by a walking path looking over a field at a forest during autumn."
1679732375.jpg,"A couple relax and chat on a park bench while enjoying a scenic fall view of the landscape, framed by the trunks of trees."
1679732375.jpg,Two men sitting on a bench between two trees overlooking an Autumn landscape.
1679732375.jpg,Two men wearing hats are sitting on a bench in a park in the Fall.
1679732375.jpg,A couple is sitting on a bench with a scenic view.
1691573772.jpg,A woman wearing a pink sweater rides a bike with a car behind her.
1691573772.jpg,A woman in a pink sweater rides her bike along side cars.
1691573772.jpg,A girl in a pink shirt is riding a bicycle in traffic.
1691573772.jpg,An Asian woman rides a bicycle in front of two cars.
1691573772.jpg,A woman is riding her bicycle down the street.
170737141.jpg,Woman pushes her two young boys both in red in stroller by the train.
170737141.jpg,Young children and adults walk around platform 9 next to the train.
170737141.jpg,A woman pushing two children are walking beside a large train.
170737141.jpg,Many people are walking along side an old steam engine.
170737141.jpg,A woman and her children departing a train.
1716219111.jpg,A woman working on a large machine which she appears to be using to make a blanket of some sort.
1716219111.jpg,A black woman working on threads on a sophisticated contraption to hold it all.
1716219111.jpg,Crouching Man in all white shirt and pants is working with a large loom.
1716219111.jpg,"A person, whose face is blocked, is working on a large wooden loom."
1716219111.jpg,A guy working with wood and tying it together.
1732567333.jpg,"A man wearing a uniform is standing just inside the back of a delivery truck, while two other men are standing on the ground near the truck."
1732567333.jpg,The FedEx driver listens to the workman in the green hard hat while the equipment to ship is being loaded.
1732567333.jpg,A man standing in a truck next to a big green metal box and two men standing below him.
1732567333.jpg,Three men are trying to load an aqua cabinet onto a FedEx truck.
1732567333.jpg,Three men loading a large item onto a fedEx truck.
1733676900.jpg,"An old man with a multicolored hat standing is standing front of a earth toned mosaic sign, with foreign language in the tiles."
1733676900.jpg,A person with a multicolored hat stands just behind a mosaic featuring Spanish words and in front of a grassy hill.
1733676900.jpg,A man wearing a gray sweater and striped hat stands in front of a mosaic monument.
1733676900.jpg,An old my in a hat is standing behind a sign.
1733676900.jpg,An old man in a hat standing next to a sign.
1733853950.jpg,Two men are standing in front of a concrete building using the atm.
1733853950.jpg,Two people in black jackets knocking on a door in the city.
1733853950.jpg,Two men in black coats stand by the side of a building.
1733853950.jpg,A man and a woman are entering a building.
1733853950.jpg,Two men entering a building.
1748132477.jpg,Two people are carrying a large bag filled with a red substance down a ally as a figure in red walks behind them.
1748132477.jpg,Two people carrying a basket full of red items as a person in red walks behind them.
1748132477.jpg,Two people are carrying a basket filled with food down the alleyway.
1748132477.jpg,"Two people carrying bag or red objects, followed by woman in red."
1748132477.jpg,2 Villagers carry a baskets of goods while another follows.
176673870.jpg,"An older, white woman stands along a crowded street wearing a swimsuit, holding a yellow sign with black letters that states, ""Secure Borders, Legal Immigration."""
176673870.jpg,An elderly woman wearing a bathing suit is holding a picket sign while participating in a demonstration about immigration.
176673870.jpg,An older woman in a one-piece swimsuit is protesting in the street.
176673870.jpg,An older woman in a bathing suit carrying a sign about immigration.
176673870.jpg,A protester shows how she feels about immigration
1788892671.jpg,Two women in a light blue and a dark blue jacket walking in a crosswalk and a fake giant rat is on the sidewalk behind them.
1788892671.jpg,Two women crossing the street with a giant rat in the background.
1788892671.jpg,Two ladies are crossing a street right in front of a restaurant.
1788892671.jpg,Two middle-aged women crossing a city street.
1788892671.jpg,Two women walking down a crosswalk.
180027584.jpg,People are walking around and a woman leans on a baby carriage while a large crowd is seen in the background.
180027584.jpg,A group of people are walking around a crowded area with dirt on the ground.
180027584.jpg,A crowd enjoying a beautiful day at a park possibly on a famous holiday.
180027584.jpg,A blond man looking rather lost at a music festival.
180027584.jpg,A bunch of people standing around together.
1802092493.jpg,Four young children dressed formally pose for a potrait with the two boys standing in front and the two girls smiling in the back.
1802092493.jpg,Two girls in matching pink and white dresses and two smaller boys in matching black and white shirts.
1802092493.jpg,Two little girls in matching dresses pose with two little boys in matching outfits.
1802092493.jpg,Four young children pose in formally for an informal picture.
1802092493.jpg,Two girls and two boys dressed alike stand together.
1805628702.jpg,A bearded man in a purple cape getting his haircut makes a twisted face at the hair dryer.
1805628702.jpg,A man in a purple getting his haircut with a giant blow dryer faced towards him.
1805628702.jpg,Man getting his haircut while looking with a strange expression at a blow drier.
1805628702.jpg,A man reacting to his hair being dried.
1805628702.jpg,A man is making a face at a hair dryer.
1832085044.jpg,A gray and white cat sits behind a sheet music copy of Chopin's Prelude in A Major.
1832085044.jpg,A cat is in a room staring at sheet music while sitting next to a glass lamp base.
1832085044.jpg,A cat sits on a piano behind open sheet music and a glass lamp that is on.
1832085044.jpg,A cat looks out over the top of a music sheet from behind a lamp.
1832085044.jpg,A satisfied cat is perched beside a crystal lamp.
183437158.jpg,A man with a black backpack is working through a wooded area.
183437158.jpg,The most amazing recreational activity outdoor camping.
183437158.jpg,Two men with backpacks hiking by a large tree.
183437158.jpg,Two people hiking in the woods by a tree.
183437158.jpg,Hikers climbing over a tree.
183998963.jpg,"Two men sitting in a living room, man dressed in purple looking at the man in blue shirt."
183998963.jpg,Two men wearing jeans sit on a white couch.
183998963.jpg,Two men sitting on a couch in a room.
183998963.jpg,Two men are sitting on a white couch.
